ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
STRG.6973.2_ORF_2	814	-	1	628	464	165	0.8409	-0.303229964491691	2.22044604925031e-16
STRG.6973.2_ORF_3	814	+	2	173	322	150	0.9088	0.0102442607156922	2.22044604925031e-16
STRG.6973.2_ORF_4	814	-	1	229	80	150	0.8241	-0.23743288440649	2.22044604925031e-16
STRG.6973.2_ORF_5	814	-	3	467	324	144	0.6245	-0.0955339052293721	2.22044604925031e-16
STRG.7016.1_ORF_1	846	+	3	282	617	336	0.6025	0.214237232477001	2.22044604925031e-16
STRG.7016.1_ORF_2	846	-	1	324	109	216	0.3938	-0.0631026581778334	2.22044604925031e-16
STRG.7016.1_ORF_3	846	-	2	221	9	213	0.384	-0.21208018813067	2.22044604925031e-16
STRG.7016.1_ORF_4	846	+	1	574	783	210	0.789	-0.0827106375814711	2.22044604925031e-16
STRG.7016.1_ORF_5	846	-	3	601	470	132	0.6439	0.0547711341744385	2.22044604925031e-16
STRG.7129.1_ORF_1	517	+	2	218	517	300	0.9806	0.389923203180865	5.71964392423099e-10
STRG.7129.1_ORF_2	517	-	2	513	352	162	1.0652	-0.0836589146622292	2.22044604925031e-16
STRG.7129.1_ORF_3	517	-	1	397	266	132	0.7407	-0.0835048729859427	2.22044604925031e-16
STRG.7129.1_ORF_4	517	-	2	315	193	123	1.0294	0.132432003974688	2.22044604925031e-16
STRG.7137.2_ORF_1	2924	+	1	169	2646	2478	1.0518	0.458002094102485	2.6239427898336e-10
STRG.7137.2_ORF_2	2924	-	1	599	318	282	1.2184	0.207048084580083	2.22044604925031e-16
STRG.7137.2_ORF_3	2924	-	1	944	702	243	1.0237	0.165475037699539	2.22044604925031e-16
STRG.7137.2_ORF_4	2924	-	1	1826	1599	228	0.7214	-0.0526078436101123	2.22044604925031e-16
STRG.7137.2_ORF_5	2924	+	2	1109	1321	213	1.2552	0.0133304751145326	2.22044604925031e-16
STRG.7153.5_ORF_1	1182	+	3	18	1076	1059	1.0927	0.432096295082104	0.549678372429014
STRG.7153.5_ORF_2	1182	-	2	287	9	279	0.74	-0.053483089527074	2.22044604925031e-16
STRG.7153.5_ORF_3	1182	-	1	885	643	243	1.0419	0.127007147896981	2.22044604925031e-16
STRG.7153.5_ORF_4	1182	+	1	115	258	144	1.1906	-0.0291577754521013	2.22044604925031e-16
STRG.7153.5_ORF_5	1182	+	1	700	822	123	1.0925	-0.0843150819892257	2.22044604925031e-16
STRG.7031.1_ORF_1	3380	+	1	10	3042	3033	1.1178	0.358016973763333	0.0276835983231437
STRG.7031.1_ORF_2	3380	-	1	2051	1746	306	1.1861	0.0573731537284971	2.22044604925031e-16
STRG.7031.1_ORF_3	3380	-	1	779	510	270	1.0933	-0.0176883647114961	2.22044604925031e-16
STRG.7031.1_ORF_4	3380	-	3	1962	1738	225	0.9655	0.0381322136477544	2.22044604925031e-16
STRG.7031.1_ORF_5	3380	+	2	1673	1870	198	1.2036	-0.0946887484005417	2.22044604925031e-16
STRG.7031.3_ORF_1	3423	+	1	10	2280	2271	1.2098	0.348858586065115	2.22044604925031e-16
STRG.7031.3_ORF_2	3423	+	2	2372	3085	714	1.112	0.356632002816588	2.22044604925031e-16
STRG.7031.3_ORF_3	3423	-	2	2051	1746	306	1.1861	0.0573731537284971	2.22044604925031e-16
STRG.7031.3_ORF_4	3423	-	2	779	510	270	1.0933	-0.0176883647114961	2.22044604925031e-16
STRG.7031.3_ORF_5	3423	-	1	1962	1738	225	0.9655	0.0381322136477544	2.22044604925031e-16
STRG.7080.1_ORF_1	1294	+	1	1	432	432	1.0755	0.546784272338029	2.22044604925031e-16
STRG.7080.1_ORF_2	1294	+	2	416	715	300	0.7352	0.00400514605712621	2.22044604925031e-16
STRG.7080.1_ORF_3	1294	+	2	860	1060	201	0.9917	-0.223393283813999	2.22044604925031e-16
STRG.7080.1_ORF_4	1294	-	2	1164	997	168	0.5127	-0.272005643595004	2.22044604925031e-16
STRG.7080.1_ORF_5	1294	-	2	921	763	159	0.7835	-0.176610198727255	2.22044604925031e-16
STRG.7116.1_ORF_1	687	+	3	6	575	570	1.0144	0.445977696395046	0.00605026091433521
STRG.7116.1_ORF_2	687	+	1	364	654	291	0.8124	-0.0669737543515653	2.22044604925031e-16
STRG.7116.1_ORF_3	687	-	1	495	262	234	0.9419	0.0418289126419341	2.22044604925031e-16
STRG.7116.1_ORF_4	687	-	2	179	3	177	0.743	-0.0155914265102939	2.22044604925031e-16
STRG.7119.2_ORF_1	516	+	3	99	446	348	1.0957	0.364120382950214	4.15934145372439e-07
STRG.7119.2_ORF_2	516	-	2	215	3	213	1.0216	0.039637128345223	2.22044604925031e-16
STRG.7119.2_ORF_3	516	-	1	396	220	177	0.9388	0.322587643821008	2.22044604925031e-16
STRG.7119.2_ORF_4	516	-	3	163	23	141	1.2205	-0.320056401393916	2.22044604925031e-16
STRG.7119.2_ORF_5	516	+	1	253	345	93	0.8888	-0.0598275430222404	2.22044604925031e-16
STRG.7242.1_ORF_1	3666	+	1	271	2868	2598	1.0631	0.378131904202049	2.22044604925031e-16
STRG.7242.1_ORF_2	3666	+	2	368	715	348	1.2455	-0.0967002813001719	2.22044604925031e-16
STRG.7242.1_ORF_3	3666	+	2	1079	1333	255	0.8971	0.0365804061831233	2.22044604925031e-16
STRG.7242.1_ORF_4	3666	-	3	2536	2315	222	1.1005	0.138635346030922	2.22044604925031e-16
STRG.7242.1_ORF_5	3666	+	2	2435	2644	210	1.2298	0.046010713753222	2.22044604925031e-16
STRG.7248.5_ORF_1	3113	+	1	130	2958	2829	0.9481	0.291661147662219	0.746786947827948
STRG.7248.5_ORF_2	3113	+	3	1164	1457	294	0.8468	-0.187852903716379	2.22044604925031e-16
STRG.7248.5_ORF_3	3113	+	2	1463	1690	228	1.2216	0.070427145854244	2.22044604925031e-16
STRG.7248.5_ORF_4	3113	-	2	2713	2498	216	0.6804	0.0204782014418983	2.22044604925031e-16
STRG.7248.5_ORF_5	3113	-	2	2029	1823	207	0.4799	0.0259944222190014	2.22044604925031e-16
STRG.7282.1_ORF_1	2339	+	3	21	1574	1554	1.0041	0.350646239688688	2.22044604925031e-16
STRG.7282.1_ORF_2	2339	-	1	653	357	297	1.0168	-0.0420322161292014	2.22044604925031e-16
STRG.7282.1_ORF_3	2339	+	1	109	258	150	1.1781	-0.15714168802742	2.22044604925031e-16
STRG.7282.1_ORF_4	2339	-	1	203	57	147	1.0362	-0.100592786138221	2.22044604925031e-16
STRG.7282.1_ORF_5	2339	-	2	1180	1040	141	0.6697	0.029315135478717	2.22044604925031e-16
STRG.7282.2_ORF_1	2336	+	3	21	1571	1551	1.0218	0.335923539745237	2.22044604925031e-16
STRG.7282.2_ORF_2	2336	-	1	650	357	294	0.9423	-0.0803935703942631	2.22044604925031e-16
STRG.7282.2_ORF_3	2336	+	1	109	258	150	1.1781	-0.15714168802742	2.22044604925031e-16
STRG.7282.2_ORF_4	2336	-	1	203	57	147	1.0362	-0.100592786138221	2.22044604925031e-16
STRG.7282.2_ORF_5	2336	-	2	1177	1037	141	0.6697	0.029315135478717	2.22044604925031e-16
STRG.7285.1_ORF_1	582	-	3	466	251	216	0.6242	0.0337653581744292	2.22044604925031e-16
STRG.7285.1_ORF_2	582	-	1	360	235	126	0.5325	0.119559783903184	2.22044604925031e-16
STRG.7285.1_ORF_3	582	-	2	476	369	108	0.9339	0.16893135775536	2.22044604925031e-16
STRG.7285.1_ORF_4	582	+	1	301	393	93	0.6425	0.108134729031579	2.22044604925031e-16
STRG.7285.1_ORF_5	582	+	1	421	510	90	0.6083	-0.113974925187003	2.22044604925031e-16
STRG.7312.3_ORF_1	3345	+	3	90	2741	2652	0.912	0.280213427946118	2.22044604925031e-16
STRG.7312.3_ORF_2	3345	-	3	1615	1436	180	0.9783	0.0825730896141317	2.22044604925031e-16
STRG.7312.3_ORF_3	3345	+	1	2389	2565	177	1.1222	0.0117846403281146	2.22044604925031e-16
STRG.7312.3_ORF_4	3345	-	1	3147	2971	177	0.8577	-0.362885526690717	2.22044604925031e-16
STRG.7312.3_ORF_5	3345	-	2	2918	2742	177	0.767	-0.0966827162681149	2.22044604925031e-16
STRG.7219.1_ORF_1	1397	+	1	7	1008	1002	0.6868	0.121328711853497	2.22044604925031e-16
STRG.7219.1_ORF_2	1397	+	3	276	482	207	0.9368	-0.133555390735185	2.22044604925031e-16
STRG.7219.1_ORF_3	1397	+	2	1031	1228	198	0.8663	0.0208693268438985	2.22044604925031e-16
STRG.7219.1_ORF_4	1397	+	2	14	190	177	1.0451	-0.142426376901715	2.22044604925031e-16
STRG.7219.1_ORF_5	1397	-	3	1185	1039	147	0.8815	-0.0397520901788512	2.22044604925031e-16
STRG.7219.3_ORF_1	1325	+	2	77	1156	1080	0.7538	0.145152789398307	3.98985582118524e-08
STRG.7219.3_ORF_2	1325	+	1	355	561	207	0.9368	-0.133555390735185	2.22044604925031e-16
STRG.7219.3_ORF_3	1325	+	3	93	269	177	1.0451	-0.142426376901715	2.22044604925031e-16
STRG.7219.3_ORF_4	1325	-	3	1113	991	123	0.8799	-0.0910251554424638	2.22044604925031e-16
STRG.7219.3_ORF_5	1325	+	3	1068	1187	120	0.8685	0.192688091323037	2.22044604925031e-16
STRG.7221.1_ORF_1	1132	+	2	26	646	621	0.7015	0.164276289065684	2.22044604925031e-16
STRG.7221.1_ORF_2	1132	+	2	710	1075	366	0.8253	0.322552806887349	2.22044604925031e-16
STRG.7221.1_ORF_3	1132	-	1	994	788	207	0.7951	-0.000535132907450311	2.22044604925031e-16
STRG.7221.1_ORF_4	1132	-	3	395	189	207	0.928	0.14802883246303	2.22044604925031e-16
STRG.7221.1_ORF_5	1132	-	3	791	627	165	0.7481	0.132721222589221	2.22044604925031e-16
STRG.7356.2_ORF_1	270	+	3	75	269	195	0.9214	-0.132946407837235	0.000150016042068029
STRG.7356.2_ORF_2	270	+	2	71	244	174	0.8662	0.209750702642048	9.58195301054377e-05
STRG.7356.2_ORF_3	270	-	3	241	143	99	1.0968	-0.0632320821259246	6.02124542839181e-10
STRG.7473.1_ORF_1	609	-	2	569	3	567	1.2164	0.173337232120642	0.915333513344274
STRG.7473.1_ORF_2	609	+	3	78	563	486	1.2157	0.539953355595881	0.00240869885212191
STRG.7473.1_ORF_3	609	+	1	247	609	363	1.1132	-0.0843184560959385	1.28053654772569e-12
STRG.7473.1_ORF_4	609	-	3	394	257	138	1.2405	-0.0089708472461957	2.22044604925031e-16
STRG.7473.1_ORF_5	609	+	2	152	253	102	0.8263	0.212341809266622	2.22044604925031e-16
STRG.7501.2_ORF_1	519	+	1	28	240	213	1.0049	0.250971488981551	2.22044604925031e-16
STRG.7501.2_ORF_2	519	+	2	89	247	159	0.9821	0.114518682878476	2.22044604925031e-16
STRG.7501.2_ORF_3	519	-	2	158	3	156	1.2124	-0.127839149093968	2.22044604925031e-16
STRG.7501.2_ORF_4	519	+	1	256	378	123	0.5905	-0.0977611837974166	2.22044604925031e-16
STRG.7519.1_ORF_1	462	-	2	371	132	240	0.5762	-0.0377085400656082	4.63707241373971e-12
STRG.7519.1_ORF_2	462	+	3	48	266	219	0.5418	0.121413138940254	8.05738870134865e-13
STRG.7519.1_ORF_3	462	-	3	160	65	96	0.7612	-0.0544890674145571	2.22044604925031e-16
STRG.7718.1_ORF_1	1993	+	3	99	1835	1737	0.7676	0.291436606855677	0.000103430106065422
STRG.7718.1_ORF_2	1993	+	1	1513	1893	381	1.0276	-0.187438807521947	2.22044604925031e-16
STRG.7718.1_ORF_3	1993	-	3	1022	792	231	0.8205	0.0321498391408973	2.22044604925031e-16
STRG.7718.1_ORF_4	1993	+	1	889	1050	162	1.1622	0.0252243631250005	2.22044604925031e-16
STRG.7718.1_ORF_5	1993	-	3	560	411	150	0.6887	-0.00269238011800992	2.22044604925031e-16
STRG.7727.1_ORF_1	701	+	2	62	559	498	0.9993	0.309873648261736	2.16774368384746e-08
STRG.7727.1_ORF_2	701	-	1	692	462	231	0.4698	-0.0136272463551317	2.22044604925031e-16
STRG.7727.1_ORF_3	701	-	3	327	175	153	0.8509	0.117552701472943	2.22044604925031e-16
STRG.7727.1_ORF_4	701	+	3	603	701	99	0.7884	-0.354916067632396	2.22044604925031e-16
STRG.7727.1_ORF_5	701	+	3	465	545	81	1.0586	0.248174921742051	2.22044604925031e-16
STRG.7759.2_ORF_1	729	+	3	51	356	306	0.6789	0.195639988582759	2.22044604925031e-16
STRG.7759.2_ORF_2	729	-	2	134	27	108	0.7438	0.0614227477322726	2.22044604925031e-16
STRG.7759.2_ORF_3	729	+	2	191	283	93	0.6712	-0.0757176701165509	2.22044604925031e-16
STRG.7759.2_ORF_4	729	+	2	644	727	84	0.9666	-0.150485910711087	2.22044604925031e-16
STRG.7759.2_ORF_5	729	+	1	292	372	81	0.749	-0.143499287363988	2.22044604925031e-16
STRG.7762.1_ORF_1	245	+	1	1	108	108	1.2757	0.485062419314388	2.77538740790429e-06
STRG.7763.1_ORF_1	242	-	2	238	131	108	1.2757	0.485062419314388	4.02522865372516e-06
STRG.7554.1_ORF_1	413	-	3	381	1	381	0.7318	-0.169326449883752	0.167607124506708
STRG.7554.1_ORF_2	413	+	1	7	321	315	1.0873	0.289347053569906	0.000935821100256526
STRG.7554.1_ORF_3	413	-	1	200	3	198	1.067	-0.0486710934013253	9.52686158692503e-12
STRG.7558.2_ORF_1	600	+	1	22	543	522	1.1222	0.528544452589045	0.457423927839916
STRG.7558.2_ORF_2	600	-	2	242	3	240	0.8409	0.00878697405749176	2.22044604925031e-16
STRG.7558.2_ORF_3	600	-	2	404	288	117	1.1186	0.0414578945029415	2.22044604925031e-16
STRG.7558.2_ORF_4	600	-	2	530	423	108	1.2399	0.00451579527095347	2.22044604925031e-16
STRG.7558.2_ORF_5	600	+	2	359	457	99	1.2523	-0.246983461915109	2.22044604925031e-16
STRG.7607.4_ORF_1	2251	+	3	6	2075	2070	1.2325	0.356681887200139	0.99424465470435
STRG.7607.4_ORF_2	2251	-	3	2111	1620	492	0.9116	0.0999668992121728	2.22044604925031e-16
STRG.7607.4_ORF_3	2251	+	1	1156	1488	333	1.18	-0.220744537336902	2.22044604925031e-16
STRG.7607.4_ORF_4	2251	-	1	604	311	294	1.1588	0.230910840343133	2.22044604925031e-16
STRG.7607.4_ORF_5	2251	-	3	893	609	285	0.9852	-0.00966869393676268	2.22044604925031e-16
STRG.7624.1_ORF_1	1443	+	2	662	1414	753	1.009	0.305015865943959	2.22044604925031e-16
STRG.7624.1_ORF_2	1443	-	3	889	437	453	1.1054	-0.0671127776795004	2.22044604925031e-16
STRG.7624.1_ORF_3	1443	+	2	305	640	336	1.2617	0.215302297112186	2.22044604925031e-16
STRG.7624.1_ORF_4	1443	-	1	681	451	231	1.0963	-0.253376994431925	2.22044604925031e-16
STRG.7624.1_ORF_5	1443	-	3	1180	953	228	0.7424	-0.0415826809269914	2.22044604925031e-16
STRG.7596.2_ORF_1	494	-	2	487	353	135	0.683	-0.151889176076401	2.22044604925031e-16
STRG.7596.2_ORF_2	494	+	1	64	168	105	0.8014	-0.187682247951756	2.22044604925031e-16
STRG.7596.2_ORF_3	494	+	3	24	110	87	0.6533	-0.124811193293485	2.22044604925031e-16
STRG.7596.2_ORF_4	494	-	3	264	181	84	0.9647	-0.0609048234046371	2.22044604925031e-16
STRG.8246.2_ORF_1	972	+	1	499	945	447	1.0323	0.275669817283031	2.22044604925031e-16
STRG.8246.2_ORF_2	972	-	1	813	544	270	0.9604	-0.240332446931087	2.22044604925031e-16
STRG.8246.2_ORF_3	972	+	2	791	952	162	1.2598	-0.224476232522437	2.22044604925031e-16
STRG.8246.2_ORF_4	972	+	3	540	650	111	0.7501	0.155816857262046	2.22044604925031e-16
STRG.8246.2_ORF_5	972	-	3	109	14	96	0.6745	-0.100253149086452	2.22044604925031e-16
STRG.8246.3_ORF_1	929	+	3	456	902	447	1.0323	0.275669817283031	2.22044604925031e-16
STRG.8246.3_ORF_2	929	-	1	770	501	270	0.9604	-0.240332446931087	2.22044604925031e-16
STRG.8246.3_ORF_3	929	+	1	748	909	162	1.2598	-0.224476232522437	2.22044604925031e-16
STRG.8246.3_ORF_4	929	+	2	497	607	111	0.7501	0.155816857262046	2.22044604925031e-16
STRG.8246.3_ORF_5	929	-	2	109	14	96	0.6745	-0.100253149086452	2.22044604925031e-16
STRG.8287.5_ORF_1	1086	+	3	81	923	843	0.8257	0.335114495024664	1.12965757424907e-08
STRG.8287.5_ORF_2	1086	+	1	271	573	303	0.9978	-0.0174287016859434	2.22044604925031e-16
STRG.8287.5_ORF_3	1086	-	3	559	320	240	0.9803	0.00518329162428934	2.22044604925031e-16
STRG.8287.5_ORF_4	1086	-	2	965	759	207	0.9406	-0.134008013082026	2.22044604925031e-16
STRG.8287.5_ORF_5	1086	+	2	815	1006	192	1.0914	-0.00850628389139188	2.22044604925031e-16
STRG.8287.6_ORF_1	1095	+	3	81	932	852	0.8543	0.334318799296858	1.28961046287744e-08
STRG.8287.6_ORF_2	1095	+	1	271	582	312	1.0458	-0.0110968774365099	2.22044604925031e-16
STRG.8287.6_ORF_3	1095	-	3	568	320	249	0.9803	0.0376854613530344	2.22044604925031e-16
STRG.8287.6_ORF_4	1095	-	2	974	768	207	0.9406	-0.134008013082026	2.22044604925031e-16
STRG.8287.6_ORF_5	1095	+	2	824	1015	192	1.0914	-0.00850628389139188	2.22044604925031e-16
STRG.8315.2_ORF_1	2693	+	2	5	2236	2232	1.0881	0.376707692408208	1.11038661174184e-12
STRG.8315.2_ORF_2	2693	+	3	708	1262	555	1.159	-0.178086350036662	2.22044604925031e-16
STRG.8315.2_ORF_3	2693	-	2	313	26	288	1.2305	0.0843348402911688	2.22044604925031e-16
STRG.8315.2_ORF_4	2693	-	2	2251	1985	267	1.0348	-0.0256762379738912	2.22044604925031e-16
STRG.8315.2_ORF_5	2693	+	3	2130	2390	261	0.7501	-0.290108767717046	2.22044604925031e-16
STRG.8348.1_ORF_1	2580	+	3	333	2282	1950	1.0208	0.327580429515048	2.22044604925031e-16
STRG.8348.1_ORF_2	2580	-	2	944	561	384	0.787	0.102790945212327	2.22044604925031e-16
STRG.8348.1_ORF_3	2580	-	2	1445	1242	204	1.0467	-0.115118886515975	2.22044604925031e-16
STRG.8348.1_ORF_4	2580	-	1	477	289	189	0.8608	-0.143130844209467	2.22044604925031e-16
STRG.8348.1_ORF_5	2580	-	3	2044	1892	153	0.5222	0.150155464530785	2.22044604925031e-16
STRG.8348.2_ORF_1	2792	+	2	86	2494	2409	0.911	0.352030239540785	1.1221936349767e-07
STRG.8348.2_ORF_2	2792	-	2	1156	773	384	0.787	0.102790945212327	2.22044604925031e-16
STRG.8348.2_ORF_3	2792	-	2	286	44	243	1.0091	-0.263838710975886	2.22044604925031e-16
STRG.8348.2_ORF_4	2792	-	2	1657	1454	204	1.0467	-0.115118886515975	2.22044604925031e-16
STRG.8348.2_ORF_5	2792	-	1	689	501	189	0.8608	-0.143130844209467	2.22044604925031e-16
STRG.8350.4_ORF_1	1283	+	2	239	970	732	0.633	0.390927439921284	2.22044604925031e-16
STRG.8350.4_ORF_2	1283	-	3	351	187	165	0.5514	0.0789516533383362	2.22044604925031e-16
STRG.8350.4_ORF_3	1283	-	1	572	438	135	0.6514	0.0321896974959477	2.22044604925031e-16
STRG.8350.4_ORF_4	1283	+	3	717	836	120	0.9149	0.086830503728968	2.22044604925031e-16
STRG.8350.4_ORF_5	1283	-	1	1265	1146	120	0.5225	-0.170375972494758	2.22044604925031e-16
STRG.7852.3_ORF_1	3963	+	1	19	3636	3618	0.9463	0.391711545697141	0.982663567484217
STRG.7852.3_ORF_2	3963	+	2	1850	2389	540	1.1873	-0.0354584213753091	2.22044604925031e-16
STRG.7852.3_ORF_3	3963	-	2	1172	738	435	0.9869	0.149340435264067	2.22044604925031e-16
STRG.7852.3_ORF_4	3963	-	1	1608	1294	315	1.0124	-0.0529858754973994	2.22044604925031e-16
STRG.7852.3_ORF_5	3963	-	1	2913	2608	306	0.8428	0.120564316001131	2.22044604925031e-16
STRG.7852.6_ORF_1	4003	+	2	59	3676	3618	0.9463	0.391711545697141	0.285003052415252
STRG.7852.6_ORF_2	4003	+	3	1890	2429	540	1.1873	-0.0354584213753091	2.22044604925031e-16
STRG.7852.6_ORF_3	4003	-	2	1212	778	435	0.9869	0.149340435264067	2.22044604925031e-16
STRG.7852.6_ORF_4	4003	-	1	1648	1334	315	1.0124	-0.0529858754973994	2.22044604925031e-16
STRG.7852.6_ORF_5	4003	-	1	2953	2648	306	0.8428	0.120564316001131	2.22044604925031e-16
STRG.7879.2_ORF_1	1200	+	1	4	1041	1038	0.7642	0.213968005266009	0.00114932410705833
STRG.7879.2_ORF_2	1200	-	1	1032	847	186	1.2528	-0.176401566331588	2.22044604925031e-16
STRG.7879.2_ORF_3	1200	+	3	789	953	165	0.9888	0.134199119067947	2.22044604925031e-16
STRG.7879.2_ORF_4	1200	-	2	902	744	159	1.1424	0.179455711506504	2.22044604925031e-16
STRG.7879.2_ORF_5	1200	-	3	790	674	117	0.7971	-0.129104403057712	2.22044604925031e-16
STRG.7809.1_ORF_1	439	-	3	314	99	216	0.74	-0.39118440047193	2.77983583421495e-13
STRG.7809.1_ORF_2	439	-	2	102	1	102	0.9867	-0.282992524294458	2.22044604925031e-16
STRG.7792.1_ORF_1	1053	+	2	80	820	741	0.9772	0.326847070437761	6.66816478935956e-13
STRG.7792.1_ORF_2	1053	-	1	549	316	234	0.854	0.128065271827	2.22044604925031e-16
STRG.7792.1_ORF_3	1053	+	1	829	1017	189	0.6908	-0.177352835973266	2.22044604925031e-16
STRG.7792.1_ORF_4	1053	+	3	468	623	156	1.0617	-0.276332580401725	2.22044604925031e-16
STRG.7792.1_ORF_5	1053	+	3	213	362	150	1.2158	-0.270372190872752	2.22044604925031e-16
STRG.7846.1_ORF_1	2177	+	1	634	2016	1383	0.6391	0.171143746249256	2.22044604925031e-16
STRG.7846.1_ORF_2	2177	+	2	107	745	639	0.873	0.192413039463276	2.22044604925031e-16
STRG.7846.1_ORF_3	2177	-	1	707	480	228	0.6035	0.151578561823977	2.22044604925031e-16
STRG.7846.1_ORF_4	2177	+	2	1193	1372	180	0.5949	-0.0350623560161052	2.22044604925031e-16
STRG.7846.1_ORF_5	2177	-	3	837	664	174	0.5536	-0.169780798874786	2.22044604925031e-16
STRG.7846.2_ORF_1	2189	+	1	634	2028	1395	0.6391	0.175017770722873	2.22044604925031e-16
STRG.7846.2_ORF_2	2189	+	2	107	745	639	0.873	0.192413039463276	2.22044604925031e-16
STRG.7846.2_ORF_3	2189	+	2	1193	1486	294	0.6192	-0.00626377108462509	2.22044604925031e-16
STRG.7846.2_ORF_4	2189	-	1	707	480	228	0.6035	0.151578561823977	2.22044604925031e-16
STRG.7846.2_ORF_5	2189	-	1	1457	1257	201	0.7772	0.106472427298929	2.22044604925031e-16
STRG.7846.3_ORF_1	2249	+	1	961	2088	1128	0.541	0.165574989173025	2.22044604925031e-16
STRG.7846.3_ORF_2	2249	+	2	107	745	639	0.873	0.192413039463276	2.22044604925031e-16
STRG.7846.3_ORF_3	2249	+	2	1253	1546	294	0.6192	-0.00626377108462509	2.22044604925031e-16
STRG.7846.3_ORF_4	2249	-	1	707	480	228	0.6035	0.151578561823977	2.22044604925031e-16
STRG.7846.3_ORF_5	2249	-	1	1517	1317	201	0.7772	0.106472427298929	2.22044604925031e-16
STRG.7846.4_ORF_1	2233	+	1	634	1794	1161	0.7207	0.182704737787475	2.22044604925031e-16
STRG.7846.4_ORF_2	2233	+	2	107	745	639	0.873	0.192413039463276	2.22044604925031e-16
STRG.7846.4_ORF_3	2233	+	2	1193	1486	294	0.6192	-0.00626377108462509	2.22044604925031e-16
STRG.7846.4_ORF_4	2233	+	3	1842	2072	231	0.3701	0.0726036398488136	2.22044604925031e-16
STRG.7846.4_ORF_5	2233	-	3	707	480	228	0.6035	0.151578561823977	2.22044604925031e-16
STRG.7846.5_ORF_1	2295	+	2	1007	2134	1128	0.541	0.165574989173025	2.22044604925031e-16
STRG.7846.5_ORF_2	2295	+	3	324	791	468	0.6886	0.156888415137151	2.22044604925031e-16
STRG.7846.5_ORF_3	2295	+	3	1299	1592	294	0.6192	-0.00626377108462509	2.22044604925031e-16
STRG.7846.5_ORF_4	2295	-	1	753	526	228	0.6035	0.151578561823977	2.22044604925031e-16
STRG.7846.5_ORF_5	2295	-	1	1563	1363	201	0.7772	0.106472427298929	2.22044604925031e-16
STRG.7846.6_ORF_1	2221	+	1	634	1782	1149	0.7531	0.178120173940339	2.22044604925031e-16
STRG.7846.6_ORF_2	2221	+	2	107	745	639	0.873	0.192413039463276	2.22044604925031e-16
STRG.7846.6_ORF_3	2221	+	3	1830	2060	231	0.3701	0.0726036398488136	2.22044604925031e-16
STRG.7846.6_ORF_4	2221	-	3	707	480	228	0.6035	0.151578561823977	2.22044604925031e-16
STRG.7846.6_ORF_5	2221	+	2	1193	1372	180	0.5949	-0.0350623560161052	2.22044604925031e-16
STRG.7911.2_ORF_1	1395	+	1	16	1107	1092	0.8041	0.304996235688477	1.15782280306959e-10
STRG.7911.2_ORF_2	1395	+	2	1007	1198	192	0.8196	-0.109908247369967	2.22044604925031e-16
STRG.7911.2_ORF_3	1395	+	3	429	593	165	0.83	0.0988045673498728	2.22044604925031e-16
STRG.7911.2_ORF_4	1395	-	2	419	264	156	0.7348	-0.128927315592799	2.22044604925031e-16
STRG.7911.2_ORF_5	1395	-	1	231	85	147	0.8388	0.0172774064628972	2.22044604925031e-16
STRG.7913.2_ORF_1	3773	+	2	68	3469	3402	1.1225	0.385171918092496	0.147873014142586
STRG.7913.2_ORF_2	3773	-	2	2251	1346	906	1.1218	0.0216285304274128	2.22044604925031e-16
STRG.7913.2_ORF_3	3773	-	2	688	44	645	1.2297	0.0123409020801492	2.22044604925031e-16
STRG.7913.2_ORF_4	3773	-	2	2884	2552	333	0.8522	-0.0995287963886237	2.22044604925031e-16
STRG.7913.2_ORF_5	3773	-	3	1419	1126	294	0.9939	-0.0402591059353064	2.22044604925031e-16
STRG.7924.1_ORF_1	2116	+	1	106	1086	981	0.5796	0.112415946244143	2.22044604925031e-16
STRG.7924.1_ORF_2	2116	+	1	1618	2028	411	0.6994	0.228568708914218	2.22044604925031e-16
STRG.7924.1_ORF_3	2116	+	3	9	284	276	0.4582	0.0449829478221135	2.22044604925031e-16
STRG.7924.1_ORF_4	2116	-	2	390	229	162	0.5657	0.0244882818569999	2.22044604925031e-16
STRG.7924.1_ORF_5	2116	-	1	904	755	150	0.3616	-0.174785230461187	2.22044604925031e-16
STRG.7952.1_ORF_1	1437	+	3	39	1286	1248	0.7586	0.118320818693678	0.000274771294466528
STRG.7952.1_ORF_2	1437	-	3	187	2	186	0.7561	0.113490206651718	2.22044604925031e-16
STRG.7952.1_ORF_3	1437	-	3	1135	956	180	0.5497	0.15795102098983	2.22044604925031e-16
STRG.7952.1_ORF_4	1437	-	2	257	93	165	0.902	0.0696843461407631	2.22044604925031e-16
STRG.7952.1_ORF_5	1437	+	2	1112	1273	162	0.7749	-0.110381283744977	2.22044604925031e-16
STRG.7963.3_ORF_1	1169	+	3	294	908	615	1.0838	0.420492950801002	2.22044604925031e-16
STRG.7963.3_ORF_2	1169	-	1	983	633	351	1.0033	0.0441253839958594	2.22044604925031e-16
STRG.7963.3_ORF_3	1169	-	3	249	73	177	0.6517	-0.101484624162003	2.22044604925031e-16
STRG.7963.3_ORF_4	1169	+	1	733	879	147	1.0708	0.0616444116643807	2.22044604925031e-16
STRG.7963.3_ORF_5	1169	-	1	362	276	87	0.9463	0.169065442326827	2.22044604925031e-16
